id,arquivo_saida,status,fonte_usada,rosto_px,escala,flag_tecnica,licenca,flag_licenca,credito,origem,revisao_manual
037-davi-alcolumbre,037_davi-alcolumbre.png,ok,retrato_expressivo_discurso,49,9.06,upscale_forte outro_rosto,CC BY-SA 4.0,,Lula Oficial,https://commons.wikimedia.org/wiki/File%3A26.08.2026_-_Quebra-Queixo_com_Davi_Alcolumbre_e_Hugo_Motta_-_55490090078.jpg,fonte de baixa resolucao + manga vermelha de terceiro na borda — substituir se possivel
038-renan-calheiros,038_renan-calheiros.png,ok,retrato_neutro,561,0.8,,CC BY 2.0,,Agência Senado,https://commons.wikimedia.org/wiki/File%3ARenan_Calheiros_%28cropped%29.jpg,
039-nikolas-ferreira,039_nikolas-ferreira.png,ok,retrato_neutro,480,0.94,,CC BY 3.0,,Câmara dos Deputados,https://commons.wikimedia.org/wiki/File%3ANikolas_Ferreira_in_2023_%28cropped%29.jpg,
040-carlos-portinho,040_carlos-portinho.png,ok,retrato_neutro,569,0.79,,CC BY 2.0,,Agência Senado,https://commons.wikimedia.org/wiki/File%3AFotos_Oficiais_dos_Senadores_da_56%C2%AA_Legislatura_-_Carlos_Portinho_%2852261786075%29.jpg,
041-carlos-favaro,041_carlos-favaro.png,ok,retrato_neutro,451,1.0,,CC BY 2.0,,Palácio do Planalto,https://commons.wikimedia.org/wiki/File%3A02.01.2023_-_Posse_de_Carlos_F%C3%A1varo%2C_Ministro_de_Estado_da_Agricultura_%2852626776778%29_%28cropped%29.jpg,
042-bia-kicis,042_bia-kicis.png,ok,iconica_contextual,437,1.03,,CC BY 2.0,,Agência Senado,https://commons.wikimedia.org/wiki/File%3A2023-10-03_Sess%C3%A3o_Solene_-_Promulga%C3%A7%C3%A3o_das_Emendas_Constitucionais_130_e_131_de_2023_-_01_%28cropped%29.jpg,usada iconica_contextual (neutra tinha pulpito)
043-erika-kokay,043_erika-kokay.png,ok,retrato_neutro,641,0.7,,CC BY 2.0,,Agência Senado,https://commons.wikimedia.org/wiki/File%3AErika_Kokay_%2819900097423%29_%28cropped%29.jpg,
044-leila-do-volei,044_leila-do-volei.png,ok,retrato_neutro,570,0.79,,CC BY 2.0,,Palácio do Planalto,https://commons.wikimedia.org/wiki/File%3A14.06.2023_-_San%C3%A7%C3%A3o_da_Lei_Geral_do_Esporte_%2852976921006%29_%28cropped%29.jpg,CONFERIR IDENTIDADE (duvida se e Leila Barros)
045-cid-gomes,045_cid-gomes.png,ok,retrato_neutro,557,0.81,,© Agência Senado / atribuição Commons,REVISAR LICENCA,Agência Senado,https://commons.wikimedia.org/wiki/File%3ACid_Gomes_Senador.jpg,
046-lindbergh-farias,046_lindbergh-farias.png,ok,retrato_neutro,571,0.79,,© Agência Senado / atribuição Commons,REVISAR LICENCA,Agência Senado,https://commons.wikimedia.org/wiki/File%3ALindbergh_Farias_2011.jpg,
047-janja,047_janja.png,ok,retrato_neutro,806,0.56,,CC BY 3.0,,Pablo Valadares/Câmara dos Deputados,https://commons.wikimedia.org/wiki/File%3AJanja_da_Silva_%28cropped%29.jpg,mao de terceiro no canto superior direito — recorte manual ou substituir
048-guilherme-boulos,048_guilherme-boulos.png,ok,retrato_neutro,824,0.55,,CC BY 3.0,,Câmara dos Deputados,https://commons.wikimedia.org/wiki/File%3AAudi%C3%AAncia_P%C3%BAblica_-_Guilherme_Boulos_%28cropped%29.jpg,
049-wellington-dias,049_wellington-dias.png,ok,retrato_neutro,559,0.8,,CC BY 2.0,,Palácio do Planalto,https://commons.wikimedia.org/wiki/File%3A2024_-_Reuni%C3%A3o_com_Wellington_Dias%2C_Ministro_do_Desenvolvimento_e_Assist%C3%AAncia_Social_%28cropped%29.jpg,
050-alexandre-padilha,050_alexandre-padilha.png,ok,retrato_neutro,800,0.56,,CC0 / domínio público,,Paulo Pinto,https://commons.wikimedia.org/wiki/File%3AAlexandre_Padilha_2014.jpg,
051-anielle-franco,051_anielle-franco.png,ok,retrato_expressivo_discurso,498,0.9,,"CC BY-SA 4.0 (Flickr Lula Oficial, FlickreviewR 2 confirmado)",,Ricardo Stuckert / PR,https://commons.wikimedia.org/wiki/File:26.08.2025%20%E2%80%93%20Reuni%C3%A3o%20Ministerial%20-%2054746811880.jpg,usada retrato_expressivo (neutra tinha 2 pessoas)
052-sonia-guajajara,052_sonia-guajajara.png,ok,retrato_neutro,448,1.0,,CC BY-SA 4.0,,Xuthoria (obra própria),https://commons.wikimedia.org/wiki/File:COP30%20-%20S%C3%B4nia%20Guajajara%2001.jpg,
053-alexandre-de-moraes,053_alexandre-de-moraes.png,ok,retrato_neutro,698,0.64,,CC BY 2.0 (Flickr Agência Senado; confirmar crédito na página do ficheiro),REVISAR LICENCA,Agência Senado (recorte 3x4 da inauguração da sessão legislativa 2025),https://commons.wikimedia.org/wiki/File:Inaugura%C3%A7%C3%A3o%20da%203%C2%AA%20Sess%C3%A3o%20Legislativa%20Ordin%C3%A1ria%20da%2057%C2%AA%20Legislatura%20%2854305430086%29%283x4%20cropped%29.jpg,
054-gilmar-mendes,054_gilmar-mendes.png,ok,retrato_neutro,534,0.84,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (crédito na página Commons),https://commons.wikimedia.org/wiki/File:Gilmar%20Mendes%202016.jpg,
055-carmen-lucia,055_carmen-lucia.png,ok,retrato_neutro,176,2.55,upscale_forte outro_rosto,CC BY 2.0 (Flickr TSE; confirmar fotógrafo na página — típico Antonio Augusto/Secom/TSE),REVISAR LICENCA,TSE / Secom (série Flickr posse 12.5.2026),https://commons.wikimedia.org/wiki/File:Sess%C3%A3o%20solene%20de%20posse%20do%20ministro%20Nunes%20Marques%20na%20Presid%C3%AAncia%20do%20TSE%20-%2012.05.2026%20-%2055266599751.jpg,"FOTO ERRADA nas 3 variantes (ministro homem, nao Carmen Lucia) — substituir fonte"
056-dias-toffoli,056_dias-toffoli.png,ok,retrato_neutro,690,0.65,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (crédito na página Commons / origem institucional),https://commons.wikimedia.org/wiki/File:Dias%20Toffoli%20em%20setembro%20de%202018%20%28recorte%29.jpg,
057-luiz-fux,057_luiz-fux.png,ok,retrato_neutro,645,0.7,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (recorte 3x4 no Commons),https://commons.wikimedia.org/wiki/File:Luiz%20Fux%20em%202025%20%283x4%29.jpg,
058-edson-fachin,058_edson-fachin.png,ok,retrato_neutro,520,0.86,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (recorte 3x4 Commons),https://commons.wikimedia.org/wiki/File:Edson%20Fachin%20%283x4%29.jpg,
059-andre-mendonca,059_andre-mendonca.png,ok,retrato_neutro,367,1.22,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (recorte 3x4 Commons),https://commons.wikimedia.org/wiki/File:Ministro%20Andr%C3%A9%20Mendon%C3%A7a%20em%20outubro%20de%202025%20%283x4%29.jpg,
060-nunes-marques,060_nunes-marques.png,ok,retrato_neutro,296,1.52,,CC BY 2.0 (Flickr Palácio do Planalto; recorte da posse),,Marcos Corrêa / PR,https://commons.wikimedia.org/wiki/File:K%C3%A1ssio%20Nunes%20Marques.jpg,
061-cristiano-zanin,061_cristiano-zanin.png,ok,retrato_neutro,517,0.87,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (crédito na página Commons),https://commons.wikimedia.org/wiki/File:Cristiano%20Zanin%2C%202023.jpg,
062-flavio-dino,062_flavio-dino.png,ok,retrato_expressivo_discurso,265,1.7,,CC BY 2.0 (Agência Senado / Flickr Senado Federal),,Agência Senado,https://commons.wikimedia.org/wiki/File:Entrevistas%20-%20Senador%20Fl%C3%A1vio%20Dino%20%28PSB-MA%29%20%2853538699332%29.jpg,usada retrato_expressivo (neutra tinha microfones e 2a pessoa)
063-jair-bolsonaro,063_jair-bolsonaro.png,ok,retrato_neutro,581,0.77,,CC BY 2.0 (Agência Senado / Flickr Senado Federal),,Agência Senado (recorte da visita ao Congresso 2025),https://commons.wikimedia.org/wiki/File:Jair%20Bolsonaro%20no%20Congresso%202025%20%283x4%29.jpg,
064-eduardo-bolsonaro,064_eduardo-bolsonaro.png,ok,retrato_neutro,524,0.86,,CC BY 3.0 BR (Agência Brasil / EBC — uso com crédito),,Agência Brasil / EBC,https://commons.wikimedia.org/wiki/File:Eduardo%20Bolsonaro%20-%20EBC%2001%20%28cropped%29.jpg,
065-carlos-bolsonaro,065_carlos-bolsonaro.png,ok,retrato_neutro,520,0.86,,CC BY 2.0 (Flickr Palácio; série 16.2.2022),,Palácio do Planalto / Flickr institucional,https://commons.wikimedia.org/wiki/File:Carlos%20Bolsonaro%20durante%20Encontro%20Brasil-R%C3%BAssia%20em%202022.jpg,
066-valdemar-costa-neto,066_valdemar-costa-neto.png,ok,retrato_neutro,494,0.91,,CC BY (fotógrafo/Câmara dos Deputados),,Câmara dos Deputados (foto oficial de deputado),https://commons.wikimedia.org/wiki/File:Dep.%20Valdemar%20Costa%20Neto.jpg,
067-edinho-silva,067_edinho-silva.png,ok,retrato_neutro,646,0.7,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (crédito na página Commons),https://commons.wikimedia.org/wiki/File:Edinho%20Silva-2015%2005%2006%20%28cropped%29.jpg,
068-antonio-rueda,068_antonio-rueda.png,ok,retrato_neutro,195,2.3,upscale_forte,USO EDITORIAL / DIREITOS RESERVADOS — obter autorização antes de publicar,REVISAR LICENCA,Congresso em Foco — fotógrafo não informado no resultado,https://www.congressoemfoco.com.br/noticia/7477/em-derrota-para-bivar-antonio-rueda-vence-eleicao-no-uniao-brasil,RESTRITO no manifesto do pacote — precisa autorizacao antes do uso
069-ciro-nogueira,069_ciro-nogueira.png,ok,retrato_neutro,546,0.82,,© Senado / uso institucional (foto oficial de senador); no Commons,REVISAR LICENCA,Senado Federal / Agência Senado,https://commons.wikimedia.org/wiki/File:Senador%20Ciro%20Nogueira%20foto%20oficial%202.jpg,
070-marcos-pereira,070_marcos-pereira.png,ok,retrato_neutro,642,0.7,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (recorte de File:Marcos Pereira.jpg),https://commons.wikimedia.org/wiki/File:Marcos%20Pereira%20%28cropped%29.jpg,
071-baleia-rossi,071_baleia-rossi.png,ok,retrato_neutro,593,0.76,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,desconhecido (recorte de foto de deputado),https://commons.wikimedia.org/wiki/File:Baleia%20Rossi%20%28MDB%20-%20SP%29%20%28cropped%29.jpg,
072-rodrigo-pacheco,072_rodrigo-pacheco.png,ok,retrato_neutro,275,1.63,,© Senado / foto oficial de senador,REVISAR LICENCA,Senado Federal / Agência Senado,https://commons.wikimedia.org/wiki/File:Foto%20oficial%202%20Senador%20Rodrigo%20Pacheco.jpg,
073-rogerio-marinho,073_rogerio-marinho.png,ok,retrato_neutro,420,1.07,,CC BY 2.0 (Agência Senado / Flickr Senado Federal),,Agência Senado,https://commons.wikimedia.org/wiki/File:Senador%20Rogerio%20Marinho%20%28PL-RN%29%20%2852795763830%29.jpg,
074-datena,074_datena.png,ok,retrato_neutro,577,0.78,,Licença Wikimedia Commons — confirmar na página do ficheiro (típico CC BY 2.0 de Flickr institucional),REVISAR LICENCA,Chico Ferreira,https://commons.wikimedia.org/wiki/File:Filia%C3%A7%C3%A3o%20do%20Datena%2019%2012%202023%20-%20Foto%20Chico%20Ferreira%20%2853407967727%29%20%28cropped%29.jpg,
075-reinaldo-azevedo,075_reinaldo-azevedo.png,ok,retrato_neutro,388,1.16,,CC BY 2.0 (Flickr Palácio do Planalto),,Ricardo Stuckert / PR,https://commons.wikimedia.org/wiki/File:02.03.2023%20-%20Entrevista%20ao%20jornalista%20Reinaldo%20Azevedo%20%2852722298271%29.jpg,
076-william-bonner,076_william-bonner.png,ok,retrato_neutro,197,2.28,upscale_forte,CC BY 2.0,,Leo Cabral,https://commons.wikimedia.org/wiki/File:William_Bonner_em_agosto_de_2018_%28cropped%29.jpg,
077-vera-magalhaes,077_vera-magalhaes.png,ok,retrato_neutro,265,1.7,,CC BY 2.0,,MDB Nacional,https://commons.wikimedia.org/wiki/File:Programa_Roda_Viva_com_Senadora_Simone_Tebet_%2852275113869%29_%28cropped_2%29.jpg,
078-rachel-sheherazade,078_rachel-sheherazade.png,ok,retrato_neutro,305,1.47,,CC BY 3.0,,Jones,https://commons.wikimedia.org/wiki/File:Rachel_Sheherazade.png,
079-kim-kataguiri,079_kim-kataguiri.png,ok,retrato_neutro,238,1.88,,CC BY 3.0,,Portal da Câmara dos Deputados (Brazil),https://commons.wikimedia.org/wiki/File:Deputado_Federal_Kim_Kataguiri.jpg,
080-andre-janones,080_andre-janones.png,ok,retrato_neutro,590,0.76,,CC BY-SA 4.0,,Lula Oficial,https://commons.wikimedia.org/wiki/File:Andr%C3%A9_Janones%2C_August_2022.jpg,
081-felipe-neto,081_felipe-neto.png,ok,retrato_neutro,572,0.79,,CC BY 3.0,,Humor Multishow,https://commons.wikimedia.org/wiki/File:Felipe_Neto-2019.png,
082-jones-manoel,082_jones-manoel.png,ok,retrato_neutro,87,5.17,upscale_forte,CC BY 4.0,,Unknown authorUnknown author,https://commons.wikimedia.org/wiki/File:2026_Jones_Manoel_CANDIDATO_DEPUTADO_FEDERAL_PE_TSE.jpg,unica foto correta tem rosto de 87px — substituir por foto maior
083-carla-zambelli,083_carla-zambelli.png,ok,retrato_neutro,610,0.74,,CC BY 3.0,,Cleia Viana/Câmara dos Deputados,https://commons.wikimedia.org/wiki/File:Carla_Zambelli_%28cropped%29.jpg,
084-tabata-amaral,084_tabata-amaral.png,ok,retrato_neutro,90,4.97,upscale_forte,CC BY 4.0,,Portal de Dados Abertos do Tribunal Superior Eleitoral do Brasil (TSE),https://commons.wikimedia.org/wiki/File:2024_TABATA_AMARAL_CANDIDATO_PREFEITO_SP_SAO_PAULO_TSE_%28250002163891%29.jpg,unica foto correta (retrato_neutro) tem 161px — substituir por foto maior
085-glauber-braga,085_glauber-braga.png,ok,retrato_neutro,438,1.03,,Attribution (ver página Commons / órgão),,David Ribeiro,https://commons.wikimedia.org/wiki/File:Glauber_Braga.jpg,
086-sergio-moro,086_sergio-moro.png,ok,retrato_neutro,141,3.18,upscale_forte,CC BY 2.0,,"Agência Senado from Brasilia, Brazil",https://commons.wikimedia.org/wiki/File:Entrevista_Coletiva_-_Senador_Sergio_Moro_%28Uni%C3%A3o-PR%29_%2852765279194%29.jpg,todas as fontes com bateria de microfones — substituir fonte
087-gabriel-galipolo,087_gabriel-galipolo.png,ok,retrato_neutro,733,0.61,,CC BY 2.0,,Agência Senado,https://commons.wikimedia.org/wiki/File:Gabriel_Gal%C3%ADpolo_in_2023.jpg,
088-roberto-campos-neto,088_roberto-campos-neto.png,ok,retrato_neutro,218,2.06,,Attribution (ver página Commons / órgão),,Pedro França/Agência Senado,https://commons.wikimedia.org/wiki/File:Roberto_Campos_Neto_%28cropped%29.jpg,
089-arminio-fraga,089_arminio-fraga.png,ok,retrato_neutro,601,0.75,,CC BY-SA 2.0,,World Economic Forum on Flickr,https://commons.wikimedia.org/wiki/File:Arminio_Fraga_Neto%2C_World_Economic_Forum_on_Latin_America_2009_cropped.jpg,
090-paulo-guedes,090_paulo-guedes.png,ok,retrato_neutro,579,0.78,,CC BY 2.0,,Alan Santos/PR,https://commons.wikimedia.org/wiki/File:Paulo_Guedes_%28cropped%29.jpg,
091-silas-malafaia,091_silas-malafaia.png,ok,retrato_neutro,592,0.76,,CC BY 2.0,,Marcos Corrêa,https://commons.wikimedia.org/wiki/File:Silas_Malafaia_em_abril_de_2019_%28cropped%29.jpg,
092-edir-macedo,092_edir-macedo.png,ok,retrato_expressivo_discurso,396,1.13,,Attribution (ver página Commons / órgão),,Ricardo Stuckert,https://commons.wikimedia.org/wiki/File:Lula_and_Edir_Macedo_in_the_launch_of_Record_News_2_%28cropped%29.jpg,
093-damares-alves,093_damares-alves.png,ok,retrato_neutro,197,2.28,upscale_forte outro_rosto,CC BY 2.0,,Agência Senado,https://commons.wikimedia.org/wiki/File:2024-07-03_CDH_-_Comiss%C3%A3o_de_Direitos_Humanos_e_Legisla%C3%A7%C3%A3o_Participativa%2C_02.jpg,
094-delegado-eder-mauro,094_delegado-eder-mauro.png,ok,retrato_neutro,204,2.21,upscale_forte,Attribution (ver página Commons / órgão),,Luis Macedo / Câmara dos Deputados,https://commons.wikimedia.org/wiki/File:Deputado_Federal_%C3%89der_Mauro.jpg,
095-deltan-dallagnol,095_deltan-dallagnol.png,ok,retrato_neutro,234,1.92,,domínio público,,Câmara dos Deputados,https://commons.wikimedia.org/wiki/File:Deputado_Federal_Deltan_Dallagnol.jpg,
096-randolfe-rodrigues,096_randolfe-rodrigues.png,ok,retrato_neutro,183,2.45,upscale_forte,Attribution (ver página Commons / órgão),,Senado Federal,https://commons.wikimedia.org/wiki/File:Foto_oficial_de_Randolfe_Rodrigues.jpg,
097-camilo-santana,097_camilo-santana.png,ok,retrato_neutro,238,1.89,outro_rosto,CC BY 2.0,,"Palácio do Planalto from Brasilia, Brasil",https://commons.wikimedia.org/wiki/File:09.03.2023_-_Reuni%C3%A3o_com_Ministro_da_Educa%C3%A7%C3%A3o%2C_Camilo_Santana_e_Casa_Civil_da_Presid%C3%AAncia_da_Rep%C3%BAblica%2C_Rui_Costa_%2852737384814%29.jpg,FOTO ERRADA nas 3 variantes (Lula / menina) — substituir fonte
